ZIP_CODE;DAYS_SINCE_PURCHASE;PURCHASE_VISITS;TOTAL_NET_SALES;CC_CARD;AVE_AMOUNT_SPENT;AMSPEND;PSSPEND;CCSPEND;AXSPEND;TMONSPEND;OMONSPEND;SMONSPEND;PREVPD;GMP;PROMOS;DAYS;FREDAYS;MARKDOWN;CLASSES;COUPONS;STYLES;STORES;VALPHON;WEB;MAILED;RESPONDED;RESPONSERATE;HI;LTFREDAY;CLUSTYPE;PERCRET;RESP
ZIP_7504;6;4;466,99;1;116,74;0,0;0,0;466,99;0,0;309,99;309,99;309,99;98,0;0,65;18;676;169,0;0,03;6;0;9;1;1;0;6;0;0,0;0,3139;75,11;Cluster_24;1,0000000000000001e-07;0
ZIP_7508;48;19;4301,02;1;226,36;0,0;2583,43;1299,84;0,00041775;462,98;0,0;1495,14;512,97;0,55;30;678;35,68;0,23;16;19;149;5;1;0;11;9;0,8182;0,1736;10,11;Cluster_32;1e-08;0
ZIP_7666;222;2;310,0;0;155,0;272,5;0,0;37,5;0,0;0,0;0,0;0,0;0,0;0,0;9;382;191,0;0,47;8;0;17;2;1;0;2;0;0,0;0,2086;76,4;Cluster_24;1,1e-07;0
ZIP_7644;311;2;172,8;1;86,4;0,0;0,0;172,8;0,0;0,0;0,0;0,0;0,0;0,67;14;362;181,0;0,13;5;0;5;1;1;0;5;0;0,0;0,1994;181,0;Cluster_10;4,5000000000000003e-07;0
ZIP_7656;140;2;102,99;0;51,49;0,0;83,0;19,99;0,0;0,0;0,0;83,0;0,0;0,66;1;339;169,5;0,08;3;0;3;2;1;0;0;0;0,0;0,3918;169,5;Cluster_1;0,0;0
ZIP_7642;72;6;370,48;1;61,74;0,0;0,0;370,48;0,0;20,99;0,0;370,48;0,0;0,45;15;666;111,0;0,35;4;0;15;1;1;0;6;2;0,3333;0,3441;25,61;Cluster_10;1,8e-07;0
ZIP_7666;167;2;801,41;1;400,7;0,0;787,9;13,51;0,0;0,0;0,0;23,0;0,0;0,52;5;202;101,0;0,28;7;2;15;2;1;0;2;0;0,0;0,4103;67,33;Cluster_1;0,0;0
ZIP_7656;70;2;88,71;0;44,35;0,0;0,0;88,71;0,0;59,46;0,0;59,46;29,25;0,44;7;495;247,5;0,33;4;0;5;1;1;0;6;1;0,1667;0,4155;165,0;Cluster_1;0,0;0
ZIP_7644;8;15;1901,37;1;126,75;0,0;1875,16;26,21;0,0;743,46;469,0;1337,89;120,0;0,61;17;436;29,06;0,14;15;7;67;2;1;0;9;6;0,6667;0,2222;11,47;Cluster_15;1,0000000000000001e-07;0
ZIP_7666;328;1;107,98;0;107,98;0,0;0,0;107,98;0,0;0,0;0,0;0,0;107,98;0,56;10;328;328,0;0,07;3;0;3;2;1;0;2;0;0,0;0,3999;164,0;Cluster_8;0,0;0
ZIP_7630;72;6;321,78;0;53,63;23,4;248,89;49,49;0,0;142,93;0,0;296,28;0,0;0,49;6;641;106,83;0,33;7;0;16;5;1;0;3;0;0,0;0,1033;17,8;Cluster_5;3,6e-07;1
ZIP_7607;236;3;312,48;0;104,16;0,0;166,48;146,0;0,0;0,0;0,0;0,0;0,0;0,64;9;291;97,0;0,04;5;0;8;3;0;0;3;0;0,0;0,3379;32,33;Cluster_10;0,0;0
ZIP_7675;75;3;457,83;1;152,61;0,0;441,04;16,79;0,0;127,04;0,0;283,33;0,0;0,46;18;677;225,66;0,33;9;0;20;2;1;0;10;2;0,2;0,3002;56,41;Cluster_10;0,0;0
ZIP_7649;5;11;924,9;1;84,08;0,0;764,34;160,56;0,0;187,2;135,2;486,93;138,0;0,56;18;537;48,81;0,2;14;7;26;2;1;0;10;5;0,5;0,2307;20,65;Cluster_1;4e-08;1
ZIP_7663;103;2;464,25;1;232,12;0,0;420,43;43,82;0,0;0,0;0,0;303,25;0,0;0,58;2;489;244,5;0,11;7;2;16;2;1;0;0;0;0,0;0,2481;69,85;Cluster_10;0,0;0
ZIP_7657;15;3;84,09;1;28,03;0,0;38,0;46,09;0,0;48,99;38,0;48,99;0,0;0,58;10;237;79,0;0,21;2;2;3;2;1;0;1;0;0,0;0,5046;13,94;Cluster_23;0,0;0
ZIP_7628;19;7;1743,87;1;249,12;0,0;1703,87;40,0;0,0;513,0;241,0;513,0;396,0;0,67;20;691;98,71;0,08;14;4;36;4;1;0;10;5;0,5;0,2265;57,58;Cluster_10;7,230999999999998e-09;0
ZIP_7657;3;8;969,45;1;121,18;0,0;717,97;212,48;3,9e-05;460,0;460,0;543,98;0,0;0,63;7;374;46,75;0,12;16;1;24;4;1;0;2;1;0,5;0,152;31,16;Cluster_23;0,0;0
ZIP_7652;93;2;123,14;0;61,57;0,0;81,16;41,98;0,0;0,0;0,0;81,16;0,0;0,2;2;230;115,0;0,33;4;0;6;2;1;0;0;0;0,0;0,5002;76,66;Cluster_4;0,0;0
ZIP_7603;354;1;369,97;0;369,97;0,0;0,0;369,97;0,0;0,0;0,0;0,0;0,0;0,67;15;354;354,0;0,25;1;0;3;1;1;0;5;0;0,0;1,0;354,0;Cluster_10;0,0;0
ZIP_7646;342;3;136,25;0;45,41;0,0;53,0;83,25;0,0;0,0;0,0;0,0;0,0;0,54;5;344;114,66;0,24;3;0;6;2;0;0;0;0;0,0;0,1591;68,8;Cluster_12;4,5000000000000003e-07;0
ZIP_7675;10;9;1502,88;1;166,98;58,99;208,96;1234,93;0,0;622,93;99,0;868,91;498,99;0,6;18;662;73,55;0,07;11;0;29;3;1;0;8;4;0,5;0,2386;21,35;Cluster_5;3e-08;1
ZIP_7627;31;32;843,28;0;26,35;31,49;358,66;453,13;0,0;186,95;0,0;310,68;0,0;0,46;14;349;10,9;0,24;20;0;59;4;1;0;4;2;0,5;0,0245;5,81;Cluster_5;1,77;0
ZIP_7675;12;2;187,98;0;93,99;0,0;69,98;118,0;0,0;69,98;69,98;69,98;0,0;0,51;9;293;146,5;0,27;4;0;6;2;0;0;3;0;0,0;0,7058;58,6;Cluster_4;0,0;0
ZIP_7666;291;1;79,8;0;79,8;0,0;0,0;79,8;0,0;0,0;0,0;0,0;0,0;0,55;6;291;291,0;0,37;2;0;2;1;1;0;2;0;0,0;0,5744;145,5;Cluster_1;0,0;0
ZIP_7657;283;2;168,2;0;84,1;0,0;0,0;168,2;0,0;0,0;0,0;0,0;0,0;0,47;14;286;143,0;0,33;2;0;6;1;0;0;3;0;0,0;0,6437;143,0;Cluster_10;0,0;0
ZIP_7676;28;7;571,46;1;81,63;0,0;501,98;44,0;2,548e-05;159,98;25,0;439,46;0,0;0,63;7;646;92,28;0,08;6;0;13;4;1;0;4;1;0,25;0,2721;32,3;Cluster_1;0,0;1
ZIP_7603;12;7;645,84;1;92,26;0,0;543,41;102,43;0,0;98,0;98,0;314,71;259,16;0,54;16;510;72,85;0,12;13;0;23;2;1;0;8;3;0,375;0,182;34,0;Cluster_10;0,0;1
ZIP_7660;41;12;1296,28;1;108,02;0,0;1279,56;16,72;0,0;407,41;0,0;1003,55;0,0;0,39;15;697;58,08;0,31;16;6;50;3;1;0;10;5;0,5;0,1802;13,94;Cluster_15;2,592e-09;0
ZIP_7728;42;2;255,97;1;127,98;0,0;49,99;205,98;0,0;119,98;0,0;119,98;135,99;0,58;12;425;212,5;0,27;4;0;5;3;1;0;5;0;0,0;0,3562;106,25;Cluster_3;0,0;0
ZIP_7728;125;7;187,98;1;26,85;0,0;162,0;25,98;0,0;0,0;0,0;83,0;0,0;0,64;10;677;96,71;0,12;6;1;6;3;1;0;3;1;0,3333;0,0862;61,54;Cluster_4;1,11;0
ZIP_7030;268;6;465,43;1;77,57;0,0;420,48;44,95;0,0;0,0;0,0;0,0;8,97;0,66;18;364;60,66;0,14;5;0;9;3;1;0;10;2;0,2;0,2186;52,0;Cluster_37;0,0;0
ZIP_7726;147;3;445,99;0;148,66;0,0;0,0;445,99;0,0;0,0;0,0;150,0;0,0;0,65;22;363;121,0;0,07;6;0;12;2;0;0;6;1;0,1667;0,2488;90,75;Cluster_16;1,0000000000000001e-07;0
ZIP_7728;3;18;1387,22;1;77,06;0,0;1265,14;51,74;7,034000000000001e-05;178,34;133,98;696,06;113,48;0,51;20;691;38,38;0,31;17;7;65;3;1;0;10;10;1,0;0,1751;11,91;Cluster_5;0,0;0
ZIP_7747;133;2;146,0;0;73,0;0,0;0,0;146,0;0,0;0,0;0,0;82,0;64,0;0,66;17;507;253,5;0,0;3;0;3;1;0;0;9;2;0,2222;0,3544;84,5;Cluster_5;0,0;0
ZIP_7730;7;15;1744,71;1;116,31;0,0;1148,41;596,3;0,0;399,0;199,0;539,0;99,0;0,69;17;678;45,2;0,1;16;0;33;2;1;0;10;4;0,4;0,1579;16,53;Cluster_11;2e-08;0
ZIP_7728;66;11;2790,69;1;253,69;0,0;2578,71;211,98;0,0;100,49;0,0;1237,56;456,0;0,55;23;688;62,54;0,22;16;9;75;2;1;0;11;8;0,7273;0,1736;19,11;Cluster_6;1e-08;1
ZIP_7728;263;2;138,95;0;69,47;0,0;0,0;33,99;0,00010496;0,0;0,0;0,0;0,0;0,41;10;607;303,5;0,25;4;0;9;2;1;0;5;0;0,0;0,5801;35,7;Cluster_6;0,0;0
ZIP_7751;39;5;222,96;0;44,59;0,0;173,96;49,0;0,0;74,97;0,0;74,97;78,0;0,5;2;452;90,4;0,25;6;0;10;2;0;0;1;0;0,0;0,3316;64,57;Cluster_1;0,0;0
ZIP_7748;31;8;544,28;1;68,03;0,0;325,92;218,36;0,0;264,93;0,0;494,28;0,0;0,47;14;538;67,25;0,28;6;1;33;3;1;0;7;3;0,4286;0,1502;13,79;Cluster_1;5e-07;0
ZIP_7739;134;12;393,49;1;32,79;0,0;0,0;393,49;0,0;0,0;0,0;115,0;19,99;0,58;21;647;53,91;0,17;7;0;16;2;1;0;10;4;0,4;0,2642;32,35;Cluster_4;5,699999999999999e-07;0
ZIP_7728;112;6;860,86;0;143,47;0,0;581,44;279,42;0,0;0,0;0,0;486,95;233,94;0,57;15;329;54,83;0,08;16;1;35;2;1;0;6;1;0,1667;0,153;41,12;Cluster_5;5e-08;0
ZIP_21117;13;2;107,0;1;53,5;0,0;49,0;58,0;0,0;107,0;107,0;107,0;0,0;0,63;15;480;240,0;0,15;2;1;3;2;1;0;8;1;0,125;0,5035;43,63;Cluster_15;0,0;1
ZIP_7716;357;1;106,2;1;106,2;0,0;0,0;106,2;0,0;0,0;0,0;0,0;0,0;0,63;18;357;357,0;0,1;2;0;2;1;1;0;5;0;0,0;0,5143;357,0;Cluster_15;0,0;0
ZIP_7724;217;7;233,99;0;33,42;0,0;216,0;17,99;0,0;0,0;0,0;0,0;0,0;0,69;9;304;43,42;0,04;5;0;5;3;1;1;3;0;0,0;0,0501;43,42;Cluster_4;1,94;0
ZIP_7728;340;2;334,96;0;167,48;0,0;0,0;334,96;0,0;0,0;0,0;0,0;0,0;0,59;19;531;265,5;0,16;4;0;10;2;1;0;6;0;0,0;0,356;106,2;Cluster_8;0,0;0
ZIP_7733;233;1;139,97;0;139,97;0,0;0,0;139,97;0,0;0,0;0,0;0,0;0,0;0,54;4;233;233,0;0,06;3;0;3;1;1;0;2;0;0,0;0,4592;233,0;Cluster_5;0,0;0
ZIP_7728;89;3;312,97;1;104,32;0,0;0,0;312,97;0,0;134,98;0,0;134,98;157,0;0,57;20;453;151,0;0,21;5;1;11;2;1;1;7;1;0,1429;0,2883;45,3;Cluster_6;0,0;0
ZIP_7722;288;1;82,0;0;82,0;0,0;0,0;82,0;0,0;0,0;0,0;0,0;0,0;0,54;3;493;493,0;0,24;2;0;2;1;1;0;1;0;0,0;0,519;246,5;Cluster_4;0,0;0
ZIP_7701;354;1;84,0;0;84,0;0,0;0,0;84,0;0,0;0,0;0,0;0,0;0,0;0,13;11;354;354,0;0,49;3;0;3;1;0;0;3;0;0,0;0,3608;177,0;Cluster_12;0,0;0
ZIP_7728;201;3;1014,86;1;338,28;0,0;961,66;53,2;0,0;0,0;0,0;0,0;0,0;0,52;15;564;188,0;0,3;9;2;36;3;1;0;4;0;0,0;0,3679;94,0;Cluster_4;0,0;0
ZIP_7751;283;1;104,48;0;104,48;0,0;0,0;104,48;0,0;0,0;0,0;0,0;0,0;0,52;12;283;283,0;0,18;3;0;3;1;1;0;3;0;0,0;0,3663;283,0;Cluster_1;0,0;0
ZIP_8753;250;2;95,98;0;47,99;0,0;0,0;95,98;0,0;0,0;0,0;0,0;0,0;0,45;5;364;182,0;0,19;2;0;4;1;0;0;2;0;0,0;0,9012;182,0;Cluster_10;0,0;0
ZIP_7728;12;19;5153,35;1;271,22;0,0;5094,55;58,8;0,0;1358,3;403,59;2509,54;244,99;0,58;22;672;35,36;0,22;24;17;149;3;1;0;9;7;0,7778;0,1308;14,93;Cluster_39;8,441000000000001e-09;1
ZIP_7716;246;1;308,5;0;308,5;0,0;0,0;308,5;0,0;0,0;0,0;0,0;0,0;0,5;7;246;246,0;0,32;3;0;6;1;0;0;2;0;0,0;0,6398;246,0;Cluster_28;0,0;0
ZIP_7836;253;1;433,8;1;433,8;0,0;0,0;433,8;0,0;0,0;0,0;0,0;0,0;0,66;11;253;253,0;0,1;5;1;6;1;1;0;3;0;0,0;0,5618;253,0;Cluster_5;0,0;0
ZIP_7834;67;4;642,42;0;160,6;0,0;153,39;388,98;0,0001000499999999;100,05;0,0;687,03;0,0;0,61;17;421;105,25;0,13;4;0;22;4;0;0;9;2;0,2222;0,3334;52,62;Cluster_3;1,3e-07;0
ZIP_7869;348;1;170,08;1;170,08;0,0;35,99;134,09;0,0;0,0;0,0;0,0;0,0;0,48;17;348;348,0;0,25;3;0;3;2;1;0;5;0;0,0;0,528;174,0;Cluster_4;0,0;0
ZIP_7840;68;10;691,52;1;69,15;0,0;218,96;309,64;0,00016292;237,67;0,0;297,66;0,0;0,51;18;605;60,5;0,19;13;1;31;5;1;0;8;1;0,125;0,1461;23,26;Cluster_18;0,0;0
ZIP_7834;80;6;617,98;1;102,99;0,0;575,99;41,99;0,0;41,99;0,0;304,98;96,0;0,62;19;555;92,5;0,17;7;2;12;3;1;0;9;3;0,3333;0,3167;32,64;Cluster_15;0,0;0
ZIP_7834;31;1;117,0;0;117,0;0,0;0,0;117,0;0,0;117,0;0,0;117,0;0,0;0,67;0;31;31,0;0,0;2;0;2;1;1;0;0;0;0,0;0,5;31,0;Cluster_3;0,0;0
ZIP_7828;107;7;125,15;0;17,87;0,0;0,0;355,97;0,0;0,0;0,0;12,5;0,0;0,59;12;297;42,42;0,22;7;1;15;4;0;0;3;0;0,0;0,0272;37,12;Cluster_11;2,31;0
ZIP_7836;89;3;372,47;0;124,15;0,0;0,0;372,47;0,0;80,49;0,0;155,49;0,0;0,64;14;354;118,0;0,07;7;0;11;1;0;0;6;1;0,1667;0,3855;70,8;Cluster_2;0,0;0
ZIP_7871;14;8;860,56;1;107,57;0,0;359,55;501,01;0,0;345,58;0,0;860,56;0,0;0,55;10;156;19,5;0,23;11;2;38;4;1;1;1;0;0,0;0,1253;6,78;Cluster_3;4e-08;1
ZIP_7960;176;1;112,99;0;112,99;0,0;0,0;112,99;0,0;0,0;0,0;112,99;0,0;0,61;6;176;176,0;0,0;2;0;3;1;1;0;1;0;0,0;0,5244;176,0;Cluster_1;0,0;0
ZIP_7921;86;4;206,68;1;51,67;0,0;192,69;13,99;0,0;13,99;0,0;13,99;82,49;0,48;21;678;169,5;0,31;3;0;7;3;1;0;9;2;0,2222;0,5226;67,8;Cluster_8;7e-08;0
ZIP_7960;283;2;154,24;0;77,12;0,0;0,0;154,24;0,0;0,0;0,0;0,0;0,0;0,44;11;456;228,0;0,35;3;0;5;1;0;0;3;0;0,0;0,4232;152,0;Cluster_1;0,0;0
ZIP_7981;40;4;129,96;0;32,49;0,0;59,97;69,99;0,0;23,99;0,0;23,99;29,99;0,0;3;329;82,25;0,38;4;0;6;2;0;0;0;0;0,0;0,2587;54,83;Cluster_1;0,0;1
ZIP_7936;137;2;414,37;1;207,18;0,0;0,0;414,37;0,0;0,0;0,0;48,99;0,0;0,61;6;437;218,5;0,08;4;1;7;1;1;0;2;0;0,0;0,4213;72,83;Cluster_5;0,0;0
ZIP_7950;308;2;289,0;0;144,5;0,0;210,0;79,0;0,0;0,0;0,0;0,0;0,0;0,63;14;404;202,0;0,13;5;0;6;2;1;0;6;0;0,0;0,2195;134,66;Cluster_8;0,0;0
ZIP_7920;199;2;466,16;1;233,08;18,0;0,0;448,16;0,0;0,0;0,0;0,0;0,0;0,63;7;212;106,0;0,04;10;1;16;2;1;0;0;0;0,0;0,0739;10,09;Cluster_1;1,21;1
ZIP_7940;236;1;109,99;0;109,99;0,0;0,0;109,99;0,0;0,0;0,0;0,0;0,0;0,62;7;236;236,0;0,17;4;0;5;1;1;0;2;0;0,0;0,4684;236,0;Cluster_1;0,0;0
ZIP_7936;34;4;69,97;0;17,49;0,0;0,0;24,99;4,498e-05;14,99;0,0;14,99;44,98;0,15;1;320;80,0;0,28;4;0;6;2;0;0;0;0;0,0;0,29;40,0;Cluster_4;4,2e-07;0
ZIP_7960;82;2;220,47;1;110,23;0,0;0,0;220,47;0,0;132,47;0,0;220,47;0,0;0,55;15;673;336,5;0,17;6;0;6;1;1;0;9;2;0,2222;0,2641;84,12;Cluster_8;0,0;0
ZIP_7940;249;1;69,48;0;69,48;0,0;0,0;69,48;0,0;0,0;0,0;0,0;0,0;0,38;0;249;249,0;0,35;2;0;3;1;0;0;0;0;0,0;0,5;249,0;Cluster_8;0,0;0
ZIP_7950;119;2;267,29;0;133,64;0,0;0,0;267,29;0,0;0,0;0,0;227,3;0,0;0,63;20;511;255,5;0,09;5;0;5;1;1;0;10;0;0,0;0,246;127,75;Cluster_1;0,0;0
ZIP_7960;328;1;133,95;0;133,95;0,0;113,97;19,98;0,0;0,0;0,0;0,0;133,95;0,53;7;328;328,0;7,5e-05;3;0;4;2;0;0;3;0;0,0;0,3896;164,0;Cluster_8;0,0;0
ZIP_7960;160;3;95,97;0;31,99;0,0;55,99;39,98;0,0;0,0;0,0;59,98;0,0;0,00522;3;699;233,0;0,31;3;0;5;3;1;0;1;0;0,0;0,67;43,68;Cluster_1;0,0;0
ZIP_7936;24;4;647,99;1;161,99;0,0;451,09;196,9;0,0;295,0;295,0;375,0;0,0;0,64;16;670;167,5;0,13;6;2;17;2;1;0;10;3;0,3;0,3151;39,41;Cluster_1;0,0;0
ZIP_8820;302;2;117,0;1;58,5;0,0;0,0;117,0;0,0;0,0;0,0;0,0;0,0;0,67;20;464;232,0;0,0;2;0;3;1;1;0;10;0;0,0;0,5;116,0;Cluster_1;0,0;0
ZIP_7922;7;28;1054,53;0;37,66;0,0;491,7;562,83;0,0;0,0;30,0;229,32;90,25;0,48;16;476;17,0;0,26;6;0;85;2;0;0;5;3;0,6;0,1972;11,33;Cluster_1;7e-07;0
ZIP_7936;128;2;204,99;0;102,49;0,0;53,99;151,0;0,0;0,0;0,0;204,99;0,0;0,68;3;412;206,0;0,0;4;0;5;2;0;0;0;0;0,0;0,4157;103,0;Cluster_1;0,0;0
ZIP_7960;89;6;1214,4;1;202,4;0,0;1131,15;83,25;0,0;138,74;0,0;167,99;0,0;0,6;21;656;109,33;0,22;12;2;28;5;1;0;11;5;0,4545;0,1947;16,82;Cluster_1;3e-08;0
ZIP_7922;245;1;113,49;0;113,49;0,0;0,0;113,49;0,0;0,0;0,0;0,0;0,0;0,48;4;245;245,0;0,28;3;0;3;1;0;0;1;0;0,0;0,349;245,0;Cluster_1;0,0;0
ZIP_7928;117;2;686,9;0;343,45;0,0;0,0;686,9;0,0;0,0;0,0;279,0;0,0;0,59;19;282;141,0;0,0;7;0;14;2;1;0;9;0;0,0;0,2683;70,5;Cluster_8;0,0;0
ZIP_7940;109;1;305,07;1;305,07;0,0;0,0;305,07;0,0;0,0;0,0;305,07;0,0;0,62;5;109;109,0;0,13;4;1;7;1;1;1;0;0;0,0;0,3327;21,8;Cluster_10;0,0;0
ZIP_7922;187;1;419,4;1;419,4;0,0;0,0;419,4;0,0;0,0;0,0;0,0;0,0;0,63;7;187;187,0;0,12;7;0;9;1;1;0;2;0;0,0;0,4252;187,0;Cluster_1;0,0;0
ZIP_7927;13;25;1765,04;1;70,6;0,0;0,0;1765,04;0,0;450,42;79,59;809,5;298,44;0,51;23;697;27,88;0,22;19;7;85;3;1;0;9;5;0,5556;0,0724;8,5;Cluster_1;5e-07;1
ZIP_7960;138;2;297,99;0;148,99;0,0;0,0;297,99;0,0;0,0;0,0;139,99;0,0;0,65;3;474;237,0;0,0;3;0;3;1;1;0;0;0;0,0;0,6514;94,8;Cluster_12;0,0;0
ZIP_8012;152;2;584,0;1;292,0;0,0;338,0;246,0;0,0;0,0;0,0;525,0;0,0;0,69;8;301;150,5;0,06;6;0;12;2;1;0;4;0;0,0;0,496;30,1;Cluster_15;0,0;1
ZIP_8054;44;6;561,4;1;93,56;0,0;267,38;254,04;3,998e-05;48,0;0,0;234,98;39,98;0,49;22;655;109,16;0,27;10;0;18;3;1;0;9;2;0,2222;0,2503;29,77;Cluster_8;8e-08;1
ZIP_8027;261;1;93,99;0;93,99;0,0;0,0;93,99;0,0;0,0;0,0;0,0;0,0;0,59;5;610;610,0;0,13;2;0;2;1;1;0;3;0;0,0;1,394;61,0;Cluster_18;0,0;0
ZIP_8051;19;2;89,97;1;44,98;0,0;0,0;89,97;0,0;15,0;15,0;89,97;0,0;0,47;9;400;200,0;0,14;2;0;4;1;1;0;1;0;0,0;0,7221;26,66;Cluster_10;0,0;1
ZIP_8054;15;6;300,95;1;50,15;0,0;208,98;91,97;0,0;20,0;20,0;156,99;143,96;0,48;6;331;55,16;0,15;8;0;10;2;1;0;2;1;0,5;0,2077;25,46;Cluster_10;2,3000000000000002e-07;0
ZIP_8034;83;17;1547,86;1;91,05;0,0;1149,56;398,3;0,0;73,97;0,0;509,15;0,0;0,38;16;699;41,11;0,29;20;3;72;4;1;0;8;4;0,5;0,0615;13,7;Cluster_8;6,7e-07;0
ZIP_8002;103;1;20,0;0;20,0;0,0;0,0;20,0;0,0;0,0;0,0;20,0;0,0;0,59;17;103;103,0;0,37;1;0;1;1;0;0;5;0;0,0;1,0;34,33;Cluster_15;0,0;0
ZIP_8065;353;1;194,0;0;194,0;0,0;0,0;194,0;0,0;0,0;0,0;0,0;0,0;0,7;14;603;603,0;0,0;3;0;4;1;0;0;7;0;0,0;0,3528;86,14;Cluster_15;0,0;0
ZIP_8057;266;1;97,5;0;97,5;0,0;72,0;25,5;0,0;0,0;0,0;0,0;0,0;0,54;0;266;266,0;0,23;2;0;3;2;0;0;0;0;0,0;0,52;88,66;Cluster_15;0,0;0
ZIP_44121;116;1;115,18;1;115,18;0,0;0,0;115,18;0,0;0,0;0,0;115,18;0,0;0,56;5;116;116,0;0,1;3;0;3;1;1;0;0;0;0,0;0,3359;9,66;Cluster_10;0,0;0
ZIP_8043;342;1;349,19;1;349,19;0,0;17,99;331,2;0,0;0,0;0,0;0,0;0,0;0,63;14;342;342,0;0,12;5;0;6;2;0;0;4;0;0,0;0,3375;171,0;Cluster_4;0,0;0
ZIP_8055;172;6;677,06;1;112,84;0,0;0,0;677,06;0,0;0,0;0,0;171,0;38,99;0,59;22;558;93,0;0,2;10;3;20;1;1;0;9;3;0,3333;0,2973;42,92;Cluster_4;0,0;0
ZIP_8053;186;1;281,97;0;281,97;278,98;0,0;2,99;0,0;0,0;0,0;0,0;0,0;0,67;6;186;186,0;0,005292;5;0;8;2;1;0;2;0;0,0;0,6126;93,0;Cluster_4;0,0;0
ZIP_8053;45;3;511,84;1;170,61;17,5;172,99;321,35;0,0;184,56;0,0;376,84;0,0;0,29;21;678;226,0;0,42;9;0;27;3;1;0;8;1;0,125;0,176;45,2;Cluster_10;0,0;0
ZIP_8096;127;3;406,48;1;135,49;0,0;0,0;406,48;0,0;0,0;0,0;109,5;40,98;0,57;23;692;230,66;0,19;7;0;9;1;1;0;10;3;0,3;0,238;28,83;Cluster_15;0,0;0
ZIP_8053;244;3;488,93;1;162,97;0,0;297,96;190,97;0,0;0,0;0,0;0,0;0,0;0,64;12;310;103,33;0,03;10;0;12;2;1;0;4;0;0,0;0,1786;22,14;Cluster_4;2,4e-07;0
ZIP_8016;10;25;847,98;1;33,91;0,0;166,42;681,56;0,0;286,15;138,13;417,87;10,88;0,27;24;698;27,92;0,41;14;2;61;7;1;0;8;4;0,5;0,0448;7,58;Cluster_15;9,5e-07;1
ZIP_8021;241;2;99,97;0;49,98;0,0;70,47;29,5;0,0;0,0;0,0;0,0;0,0;0,44;1;631;315,5;0,25;4;0;4;2;0;0;2;0;0,0;0,34;157,75;Cluster_11;0,0;0
ZIP_8003;61;3;322,09;1;107,36;0,0;311,32;10,77;0,0;322,09;0,0;322,09;0,0;0,33;1;74;24,66;0,31;8;0;14;3;1;0;0;0;0,0;0,2078;9,25;Cluster_1;1,3e-07;0
ZIP_8051;135;2;376,1;1;188,05;0,0;278,1;98,0;0,0;0,0;0,0;376,1;0,0;0,7;2;138;69,0;0,07;3;1;5;2;1;0;1;0;0,0;0,5689;23,0;Cluster_10;0,0;0
ZIP_8096;20;3;336,97;1;112,32;0,0;0,0;336,97;0,0;296,98;296,98;296,98;0,0;0,51;18;672;224,0;0,21;6;1;13;1;1;0;10;1;0,1;0,3954;67,2;Cluster_11;0,0;0
ZIP_8069;131;6;756,58;1;126,09;0,0;0,0;756,58;0,0;0,0;0,0;286,96;230,2;0,43;23;626;104,33;0,21;11;0;28;2;1;0;10;3;0,3;0,1587;36,82;Cluster_40;0,0;0
ZIP_8080;12;9;930,58;1;103,39;103,37;569,46;257,75;0,0;293,12;122,0;385,75;204,96;0,39;16;676;75,11;0,35;13;6;54;6;0;0;8;5;0,625;0,1919;13,52;Cluster_1;1,6e-07;1
ZIP_8002;88;4;140,22;1;35,05;0,0;120,22;20,0;0,0;0,0;0,0;20,0;0,0;0,57;11;269;67,25;0,22;7;1;9;2;1;0;4;1;0,25;0,0508;53,8;Cluster_10;1,46;0
ZIP_8043;20;1;284,0;1;284,0;0,0;0,0;284,0;0,0;284,0;284,0;284,0;0,0;0,69;0;20;20,0;0,0;4;0;4;1;1;0;0;0;0,0;0,2872;3,33;Cluster_4;0,0;0
ZIP_8003;12;6;232,48;1;38,74;0,0;139,49;92,99;0,0;20,0;20,0;20,0;0,0;0,36;15;677;112,83;0,46;5;1;11;3;1;0;7;1;0,1429;0,2602;39,82;Cluster_5;0,0;0
ZIP_8015;92;4;102,46;1;25,61;0,0;60,48;41,98;0,0;0,0;0,0;30,98;0,0;0,26;7;432;108,0;0,34;4;0;4;3;1;0;2;1;0,5;0,4087;72,0;Cluster_11;0,0;0
ZIP_8053;68;9;909,88;1;101,09;0,0;368,49;541,39;0,0;150,48;0,0;559,4;0,0;0,56;19;642;71,33;0,13;9;4;21;3;1;0;7;4;0,5714;0,1453;15,28;Cluster_3;3e-07;0
ZIP_8033;26;10;755,27;1;75,52;0,0;726,15;29,12;0,0;152,35;7,5;526,31;0,0;0,49;17;489;48,9;0,23;13;3;48;3;1;0;9;4;0,4444;0,115;18,8;Cluster_1;4,7000000000000005e-07;1
ZIP_8096;3;11;592,97;1;53,9;0,0;24,99;567,98;0,0;156,49;24,99;412,48;0,0;0,57;21;477;43,36;0,18;11;2;24;2;1;0;9;3;0,3333;0,1061;17,66;Cluster_18;4,1e-07;1
ZIP_8052;333;1;118,0;0;118,0;0,0;0,0;118,0;0,0;0,0;0,0;0,0;118,0;0,68;15;333;333,0;0,0;2;0;2;1;0;0;4;0;0,0;0,5143;333,0;Cluster_12;0,0;0
ZIP_8016;264;1;100,75;0;100,75;0,0;79,0;21,75;0,0;0,0;0,0;0,0;0,0;0,41;1;264;264,0;0,46;1;0;3;2;0;0;1;0;0,0;1,0;132,0;Cluster_18;0,0;0
